EVENT,BOUT,ROUND,FIGHTER,KD,SIG.STR.,SIG.STR. %,TOTAL STR.,TD,TD %,SUB.ATT,REV.,CTRL,HEAD,BODY,LEG,DISTANCE,CLINCH,GROUND
UFC Fight Night: Strickland vs. Magomedov,Kevin Lee vs. Rinat Fakhretdinov,Round 1,Rinat Fakhretdinov,1,11 of 17,64%,11 of 17,0 of 0,---,1,0,0:20,6 of 12,2 of 2,3 of 3,11 of 17,0 of 0,0 of 0
UFC Fight Night: Strickland vs. Magomedov,Joanderson Brito vs. Westin Wilson,Round 1,Joanderson Brito,0,22 of 30,73%,24 of 32,1 of 1,100%,0,0,2:08,21 of 28,1 of 1,0 of 1,5 of 10,3 of 3,14 of 17
UFC Fight Night: Strickland vs. Magomedov,Joanderson Brito vs. Westin Wilson,Round 1,Westin Wilson,0,4 of 8,50%,14 of 18,0 of 0,---,2,0,0:00,0 of 3,3 of 4,1 of 1,3 of 7,1 of 1,0 of 0
UFC Fight Night: Strickland vs. Magomedov,Yana Santos vs. Karol Rosa,Round 1,Yana Santos,0,33 of 54,61%,68 of 89,0 of 0,---,0,0,2:19,11 of 31,17 of 18,5 of 5,14 of 27,19 of 27,0 of 0
UFC Fight Night: Strickland vs. Magomedov,Yana Santos vs. Karol Rosa,Round 2,Yana Santos,0,29 of 44,65%,48 of 64,0 of 0,---,0,0,1:34,5 of 19,13 of 13,11 of 12,18 of 32,11 of 12,0 of 0
UFC Fight Night: Strickland vs. Magomedov,Yana Santos vs. Karol Rosa,Round 3,Yana Santos,0,33 of 58,56%,35 of 60,0 of 0,---,0,0,0:00,4 of 19,12 of 16,17 of 23,31 of 54,2 of 4,0 of 0
UFC Fight Night: Strickland vs. Magomedov,Yana Santos vs. Karol Rosa,Round 1,Karol Rosa,0,12 of 26,46%,35 of 49,0 of 0,---,0,0,0:08,7 of 20,4 of 4,1 of 2,8 of 22,4 of 4,0 of 0
UFC Fight Night: Strickland vs. Magomedov,Yana Santos vs. Karol Rosa,Round 2,Karol Rosa,0,20 of 44,45%,42 of 66,0 of 0,---,0,0,0:08,14 of 36,5 of 6,1 of 2,16 of 38,4 of 6,0 of 0
UFC Fight Night: Strickland vs. Magomedov,Yana Santos vs. Karol Rosa,Round 3,Karol Rosa,0,34 of 60,56%,40 of 66,1 of 1,100%,0,0,0:25,17 of 39,9 of 11,8 of 10,24 of 46,4 of 4,6 of 10
UFC Fight Night: Strickland vs. Magomedov,Guram Kutateladze vs. Elves Brener,Round 1,Guram Kutateladze,0,30 of 48,62%,33 of 51,0 of 0,---,0,0,0:48,17 of 30,10 of 15,3 of 3,18 of 30,12 of 16,0 of 2
UFC Fight Night: Strickland vs. Magomedov,Guram Kutateladze vs. Elves Brener,Round 2,Guram Kutateladze,0,33 of 73,45%,41 of 81,1 of 2,50%,0,0,1:09,21 of 54,7 of 13,5 of 6,23 of 60,4 of 4,6 of 9
UFC Fight Night: Strickland vs. Magomedov,Guram Kutateladze vs. Elves Brener,Round 3,Guram Kutateladze,0,22 of 42,52%,25 of 45,0 of 1,0%,0,0,0:26,11 of 30,11 of 12,0 of 0,13 of 32,9 of 10,0 of 0
UFC Fight Night: Strickland vs. Magomedov,Guram Kutateladze vs. Elves Brener,Round 1,Elves Brener,0,9 of 22,40%,26 of 42,2 of 6,33%,0,0,2:11,3 of 15,4 of 4,2 of 3,8 of 20,1 of 2,0 of 0
UFC Fight Night: Strickland vs. Magomedov,Guram Kutateladze vs. Elves Brener,Round 2,Elves Brener,0,27 of 57,47%,36 of 68,0 of 1,0%,0,0,0:05,18 of 44,5 of 6,4 of 7,20 of 46,3 of 3,4 of 8
UFC Fight Night: Strickland vs. Magomedov,Guram Kutateladze vs. Elves Brener,Round 3,Elves Brener,1,29 of 53,54%,31 of 55,0 of 0,---,0,0,0:32,21 of 42,6 of 8,2 of 3,25 of 46,2 of 3,2 of 4
UFC Fight Night: Strickland vs. Magomedov,Ivana Petrovic vs. Luana Carolina,Round 1,Ivana Petrovic,0,3 of 15,20%,18 of 34,0 of 1,0%,0,1,1:22,3 of 14,0 of 0,0 of 1,3 of 14,0 of 1,0 of 0
UFC Fight Night: Strickland vs. Magomedov,Ivana Petrovic vs. Luana Carolina,Round 2,Ivana Petrovic,0,13 of 32,40%,28 of 48,1 of 2,50%,0,0,1:58,9 of 25,4 of 7,0 of 0,7 of 22,4 of 8,2 of 2
UFC Fight Night: Strickland vs. Magomedov,Ivana Petrovic vs. Luana Carolina,Round 3,Ivana Petrovic,0,6 of 15,40%,31 of 40,1 of 3,33%,2,0,0:51,3 of 12,1 of 1,2 of 2,6 of 14,0 of 1,0 of 0
UFC Fight Night: Strickland vs. Magomedov,Ivana Petrovic vs. Luana Carolina,Round 1,Luana Carolina,0,10 of 22,45%,31 of 44,0 of 0,---,0,0,2:08,3 of 14,0 of 1,7 of 7,6 of 13,0 of 0,4 of 9
UFC Fight Night: Strickland vs. Magomedov,Ivana Petrovic vs. Luana Carolina,Round 2,Luana Carolina,0,16 of 38,42%,47 of 70,0 of 1,0%,0,0,1:24,6 of 25,7 of 10,3 of 3,11 of 32,5 of 6,0 of 0
UFC Fight Night: Strickland vs. Magomedov,Ivana Petrovic vs. Luana Carolina,Round 3,Luana Carolina,0,15 of 27,55%,34 of 53,1 of 2,50%,0,0,2:13,9 of 21,4 of 4,2 of 2,10 of 21,2 of 2,3 of 4
UFC Fight Night: Strickland vs. Magomedov,Alexandr Romanov vs. Blagoy Ivanov,Round 1,Alexandr Romanov,0,17 of 31,54%,17 of 31,0 of 1,0%,0,0,0:07,5 of 19,5 of 5,7 of 7,16 of 30,1 of 1,0 of 0
UFC Fight Night: Strickland vs. Magomedov,Alexandr Romanov vs. Blagoy Ivanov,Round 2,Alexandr Romanov,0,22 of 41,53%,38 of 64,1 of 1,100%,0,0,1:43,12 of 31,2 of 2,8 of 8,18 of 37,1 of 1,3 of 3
UFC Fight Night: Strickland vs. Magomedov,Alexandr Romanov vs. Blagoy Ivanov,Round 3,Alexandr Romanov,0,46 of 82,56%,49 of 85,1 of 1,100%,0,0,1:03,35 of 71,4 of 4,7 of 7,40 of 70,2 of 2,4 of 10
UFC Fight Night: Strickland vs. Magomedov,Alexandr Romanov vs. Blagoy Ivanov,Round 1,Blagoy Ivanov,0,13 of 29,44%,13 of 29,0 of 0,---,0,0,0:00,11 of 27,1 of 1,1 of 1,13 of 29,0 of 0,0 of 0
UFC Fight Night: Strickland vs. Magomedov,Alexandr Romanov vs. Blagoy Ivanov,Round 2,Blagoy Ivanov,0,9 of 28,32%,9 of 28,0 of 0,---,0,0,0:00,7 of 26,2 of 2,0 of 0,9 of 28,0 of 0,0 of 0
UFC Fight Night: Strickland vs. Magomedov,Alexandr Romanov vs. Blagoy Ivanov,Round 3,Blagoy Ivanov,0,22 of 51,43%,22 of 51,0 of 0,---,0,0,0:00,20 of 49,2 of 2,0 of 0,22 of 51,0 of 0,0 of 0
UFC Fight Night: Emmett vs. Topuria,Josh Emmett vs. Ilia Topuria,Round 1,Josh Emmett,0,14 of 68,20%,14 of 68,0 of 0,---,0,0,0:00,8 of 58,4 of 8,2 of 2,14 of 68,0 of 0,0 of 0
UFC Fight Night: Emmett vs. Topuria,Josh Emmett vs. Ilia Topuria,Round 2,Josh Emmett,0,19 of 68,27%,19 of 68,0 of 0,---,0,0,0:00,8 of 47,6 of 15,5 of 6,19 of 68,0 of 0,0 of 0
UFC Fight Night: Emmett vs. Topuria,Josh Emmett vs. Ilia Topuria,Round 3,Josh Emmett,0,31 of 81,38%,31 of 81,0 of 0,---,0,0,0:00,16 of 60,7 of 12,8 of 9,31 of 81,0 of 0,0 of 0
UFC Fight Night: Emmett vs. Topuria,Josh Emmett vs. Ilia Topuria,Round 4,Josh Emmett,0,13 of 52,25%,15 of 55,0 of 0,---,0,0,0:00,6 of 39,6 of 12,1 of 1,13 of 52,0 of 0,0 of 0
UFC Fight Night: Emmett vs. Topuria,Josh Emmett vs. Ilia Topuria,Round 5,Josh Emmett,0,10 of 36,27%,10 of 37,0 of 0,---,0,0,0:00,5 of 28,3 of 6,2 of 2,10 of 36,0 of 0,0 of 0
UFC Fight Night: Emmett vs. Topuria,Josh Emmett vs. Ilia Topuria,Round 1,Ilia Topuria,0,21 of 56,37%,21 of 56,0 of 0,---,0,0,0:00,14 of 47,4 of 5,3 of 4,21 of 56,0 of 0,0 of 0
UFC Fight Night: Emmett vs. Topuria,Josh Emmett vs. Ilia Topuria,Round 2,Ilia Topuria,0,30 of 75,40%,30 of 75,0 of 0,---,0,0,0:04,25 of 66,0 of 0,5 of 9,25 of 68,0 of 0,5 of 7
UFC Fight Night: Emmett vs. Topuria,Josh Emmett vs. Ilia Topuria,Round 3,Ilia Topuria,0,37 of 91,40%,37 of 91,0 of 0,---,0,0,0:00,30 of 80,3 of 5,4 of 6,37 of 91,0 of 0,0 of 0
UFC Fight Night: Emmett vs. Topuria,Josh Emmett vs. Ilia Topuria,Round 4,Ilia Topuria,1,56 of 100,56%,62 of 107,0 of 0,---,0,0,0:58,50 of 90,2 of 6,4 of 4,26 of 55,2 of 2,28 of 43
UFC Fight Night: Emmett vs. Topuria,Josh Emmett vs. Ilia Topuria,Round 5,Ilia Topuria,0,8 of 22,36%,21 of 36,3 of 3,100%,0,0,2:33,5 of 19,0 of 0,3 of 3,5 of 19,0 of 0,3 of 3
UFC Fight Night: Emmett vs. Topuria,Amanda Ribas vs. Maycee Barber,Round 1,Amanda Ribas,0,22 of 42,52%,26 of 47,1 of 1,100%,0,0,1:13,11 of 27,6 of 9,5 of 6,19 of 38,3 of 4,0 of 0
UFC Fight Night: Emmett vs. Topuria,Amanda Ribas vs. Maycee Barber,Round 2,Amanda Ribas,0,13 of 32,40%,17 of 38,1 of 2,50%,0,0,1:12,10 of 25,1 of 5,2 of 2,11 of 30,2 of 2,0 of 0
UFC Fight Night: Emmett vs. Topuria,Amanda Ribas vs. Maycee Barber,Round 1,Maycee Barber,0,35 of 62,56%,41 of 70,0 of 0,---,0,0,1:14,28 of 55,1 of 1,6 of 6,14 of 28,2 of 5,19 of 29
UFC Fight Night: Emmett vs. Topuria,Amanda Ribas vs. Maycee Barber,Round 2,Maycee Barber,0,46 of 62,74%,52 of 69,0 of 1,0%,0,0,0:08,42 of 53,4 of 9,0 of 0,18 of 32,4 of 4,24 of 26
UFC Fight Night: Emmett vs. Topuria,Austen Lane vs. Justin Tafa,Round 1,Austen Lane,0,3 of 5,60%,3 of 5,0 of 0,---,0,0,0:00,1 of 3,2 of 2,0 of 0,3 of 5,0 of 0,0 of 0
UFC Fight Night: Emmett vs. Topuria,Austen Lane vs. Justin Tafa,Round 1,Justin Tafa,0,0 of 3,0%,0 of 3,0 of 0,---,0,0,0:00,0 of 3,0 of 0,0 of 0,0 of 3,0 of 0,0 of 0
UFC Fight Night: Emmett vs. Topuria,David Onama vs. Gabriel Santos,Round 1,David Onama,0,27 of 52,51%,30 of 57,0 of 1,0%,0,0,1:23,23 of 48,3 of 3,1 of 1,24 of 47,2 of 3,1 of 2
UFC Fight Night: Emmett vs. Topuria,David Onama vs. Gabriel Santos,Round 2,David Onama,1,26 of 52,50%,29 of 61,0 of 0,---,0,1,1:30,24 of 47,0 of 3,2 of 2,18 of 39,1 of 2,7 of 11
UFC Fight Night: Emmett vs. Topuria,David Onama vs. Gabriel Santos,Round 1,Gabriel Santos,0,25 of 50,50%,33 of 58,1 of 2,50%,2,0,0:36,14 of 32,5 of 8,6 of 10,23 of 48,0 of 0,2 of 2
UFC Fight Night: Emmett vs. Topuria,David Onama vs. Gabriel Santos,Round 2,Gabriel Santos,0,14 of 23,60%,23 of 32,1 of 2,50%,0,0,0:55,8 of 14,4 of 6,2 of 3,13 of 22,1 of 1,0 of 0
UFC Fight Night: Emmett vs. Topuria,Brendan Allen vs. Bruno Silva,Round 1,Brendan Allen,1,30 of 56,53%,40 of 69,0 of 2,0%,1,0,2:29,24 of 49,5 of 6,1 of 1,15 of 32,5 of 5,10 of 19
UFC Fight Night: Emmett vs. Topuria,Brendan Allen vs. Bruno Silva,Round 1,Bruno Silva,0,20 of 38,52%,24 of 42,0 of 0,---,0,0,0:02,17 of 33,3 of 5,0 of 0,16 of 33,4 of 5,0 of 0
UFC Fight Night: Emmett vs. Topuria,Neil Magny vs. Phil Rowe,Round 1,Neil Magny,0,5 of 15,33%,37 of 52,0 of 1,0%,0,0,1:59,5 of 14,0 of 1,0 of 0,3 of 12,2 of 3,0 of 0
UFC Fight Night: Emmett vs. Topuria,Neil Magny vs. Phil Rowe,Round 2,Neil Magny,0,7 of 16,43%,29 of 42,0 of 0,---,0,0,1:56,4 of 12,3 of 4,0 of 0,3 of 10,4 of 6,0 of 0
UFC Fight Night: Emmett vs. Topuria,Neil Magny vs. Phil Rowe,Round 3,Neil Magny,0,17 of 34,50%,43 of 65,0 of 2,0%,0,0,0:36,14 of 31,2 of 2,1 of 1,11 of 24,6 of 10,0 of 0
UFC Fight Night: Emmett vs. Topuria,Neil Magny vs. Phil Rowe,Round 1,Phil Rowe,0,11 of 19,57%,16 of 25,0 of 0,---,0,0,1:41,6 of 13,1 of 2,4 of 4,10 of 16,1 of 3,0 of 0
UFC Fight Night: Emmett vs. Topuria,Neil Magny vs. Phil Rowe,Round 2,Phil Rowe,0,6 of 12,50%,10 of 17,1 of 2,50%,0,0,2:03,3 of 8,1 of 2,2 of 2,6 of 11,0 of 1,0 of 0
UFC Fight Night: Emmett vs. Topuria,Neil Magny vs. Phil Rowe,Round 3,Phil Rowe,0,17 of 33,51%,25 of 44,0 of 0,---,0,0,0:54,8 of 22,1 of 2,8 of 9,16 of 31,1 of 2,0 of 0
UFC Fight Night: Emmett vs. Topuria,Randy Brown vs. Wellington Turman,Round 1,Randy Brown,0,31 of 69,44%,31 of 69,1 of 1,100%,0,0,0:17,10 of 46,7 of 9,14 of 14,31 of 69,0 of 0,0 of 0
UFC Fight Night: Emmett vs. Topuria,Randy Brown vs. Wellington Turman,Round 2,Randy Brown,0,15 of 30,50%,28 of 50,1 of 1,100%,0,0,2:21,3 of 17,3 of 4,9 of 9,5 of 20,10 of 10,0 of 0
UFC Fight Night: Emmett vs. Topuria,Randy Brown vs. Wellington Turman,Round 3,Randy Brown,0,18 of 35,51%,19 of 37,0 of 0,---,0,0,0:09,8 of 22,7 of 10,3 of 3,17 of 32,1 of 3,0 of 0
UFC Fight Night: Emmett vs. Topuria,Randy Brown vs. Wellington Turman,Round 1,Wellington Turman,0,25 of 52,48%,26 of 53,0 of 0,---,0,0,0:05,5 of 26,2 of 3,18 of 23,24 of 51,1 of 1,0 of 0
UFC Fight Night: Emmett vs. Topuria,Randy Brown vs. Wellington Turman,Round 2,Wellington Turman,0,12 of 18,66%,42 of 54,0 of 2,0%,0,0,1:17,4 of 10,4 of 4,4 of 4,7 of 12,5 of 6,0 of 0
UFC Fight Night: Emmett vs. Topuria,Randy Brown vs. Wellington Turman,Round 3,Wellington Turman,0,18 of 35,51%,28 of 46,0 of 3,0%,0,0,1:43,10 of 24,4 of 7,4 of 4,12 of 27,6 of 8,0 of 0
UFC Fight Night: Emmett vs. Topuria,Mateusz Rebecki vs. Loik Radzhabov,Round 1,Mateusz Rebecki,0,28 of 54,51%,35 of 64,1 of 1,100%,1,0,1:53,13 of 33,8 of 13,7 of 8,28 of 54,0 of 0,0 of 0
UFC Fight Night: Emmett vs. Topuria,Mateusz Rebecki vs. Loik Radzhabov,Round 2,Mateusz Rebecki,2,26 of 41,63%,29 of 46,0 of 0,---,0,0,0:04,11 of 25,4 of 4,11 of 12,26 of 41,0 of 0,0 of 0
UFC Fight Night: Emmett vs. Topuria,Mateusz Rebecki vs. Loik Radzhabov,Round 1,Loik Radzhabov,0,10 of 30,33%,10 of 30,0 of 0,---,0,0,0:03,7 of 26,3 of 4,0 of 0,10 of 30,0 of 0,0 of 0
UFC Fight Night: Emmett vs. Topuria,Mateusz Rebecki vs. Loik Radzhabov,Round 2,Loik Radzhabov,0,9 of 24,37%,9 of 24,0 of 0,---,0,0,0:00,9 of 24,0 of 0,0 of 0,9 of 24,0 of 0,0 of 0
UFC Fight Night: Emmett vs. Topuria,Tabatha Ricci vs. Gillian Robertson,Round 1,Tabatha Ricci,0,29 of 80,36%,30 of 81,2 of 3,66%,0,0,0:30,17 of 60,2 of 6,10 of 14,27 of 77,0 of 1,2 of 2
UFC Fight Night: Emmett vs. Topuria,Tabatha Ricci vs. Gillian Robertson,Round 2,Tabatha Ricci,0,31 of 114,27%,31 of 115,1 of 3,33%,0,0,0:08,16 of 94,8 of 10,7 of 10,31 of 112,0 of 2,0 of 0
UFC Fight Night: Emmett vs. Topuria,Tabatha Ricci vs. Gillian Robertson,Round 3,Tabatha Ricci,0,40 of 121,33%,40 of 122,0 of 2,0%,0,0,0:00,26 of 103,7 of 9,7 of 9,37 of 117,3 of 4,0 of 0
UFC Fight Night: Emmett vs. Topuria,Tabatha Ricci vs. Gillian Robertson,Round 1,Gillian Robertson,0,12 of 48,25%,14 of 53,0 of 1,0%,0,0,0:01,4 of 34,4 of 9,4 of 5,12 of 46,0 of 2,0 of 0
UFC Fight Night: Emmett vs. Topuria,Tabatha Ricci vs. Gillian Robertson,Round 2,Gillian Robertson,0,36 of 86,41%,36 of 86,0 of 0,---,0,0,0:00,14 of 56,9 of 12,13 of 18,35 of 83,1 of 3,0 of 0
UFC Fight Night: Emmett vs. Topuria,Tabatha Ricci vs. Gillian Robertson,Round 3,Gillian Robertson,0,28 of 85,32%,28 of 86,1 of 3,33%,0,0,0:25,13 of 60,11 of 19,4 of 6,27 of 83,1 of 2,0 of 0
UFC Fight Night: Emmett vs. Topuria,Zhalgas Zhumagulov vs. Joshua Van,Round 1,Zhalgas Zhumagulov,0,26 of 77,33%,27 of 81,1 of 4,25%,0,0,1:10,10 of 54,10 of 14,6 of 9,25 of 75,1 of 2,0 of 0
UFC Fight Night: Emmett vs. Topuria,Zhalgas Zhumagulov vs. Joshua Van,Round 2,Zhalgas Zhumagulov,0,38 of 94,40%,38 of 94,0 of 1,0%,0,0,0:00,23 of 72,7 of 14,8 of 8,38 of 92,0 of 2,0 of 0
UFC Fight Night: Emmett vs. Topuria,Zhalgas Zhumagulov vs. Joshua Van,Round 3,Zhalgas Zhumagulov,0,39 of 116,33%,39 of 116,0 of 0,---,0,0,0:00,12 of 75,11 of 20,16 of 21,38 of 114,1 of 2,0 of 0
UFC Fight Night: Emmett vs. Topuria,Zhalgas Zhumagulov vs. Joshua Van,Round 1,Joshua Van,0,25 of 48,52%,36 of 59,0 of 0,---,0,0,0:00,11 of 29,11 of 15,3 of 4,23 of 45,2 of 3,0 of 0
UFC Fight Night: Emmett vs. Topuria,Zhalgas Zhumagulov vs. Joshua Van,Round 2,Joshua Van,0,51 of 100,51%,51 of 100,0 of 0,---,0,0,0:01,36 of 81,10 of 14,5 of 5,40 of 88,11 of 12,0 of 0
UFC Fight Night: Emmett vs. Topuria,Zhalgas Zhumagulov vs. Joshua Van,Round 3,Joshua Van,0,44 of 86,51%,44 of 86,0 of 2,0%,0,0,0:00,31 of 69,8 of 12,5 of 5,43 of 84,1 of 2,0 of 0
UFC Fight Night: Emmett vs. Topuria,Trevor Peek vs. Chepe Mariscal,Round 1,Trevor Peek,0,24 of 59,40%,29 of 64,0 of 0,---,0,0,0:20,14 of 45,8 of 12,2 of 2,19 of 50,5 of 9,0 of 0
UFC Fight Night: Emmett vs. Topuria,Trevor Peek vs. Chepe Mariscal,Round 2,Trevor Peek,0,13 of 22,59%,16 of 26,0 of 0,---,0,1,0:52,6 of 12,7 of 10,0 of 0,6 of 12,7 of 10,0 of 0
UFC Fight Night: Emmett vs. Topuria,Trevor Peek vs. Chepe Mariscal,Round 3,Trevor Peek,0,14 of 44,31%,20 of 50,0 of 0,---,0,0,0:11,5 of 34,8 of 9,1 of 1,14 of 43,0 of 1,0 of 0
UFC Fight Night: Emmett vs. Topuria,Trevor Peek vs. Chepe Mariscal,Round 1,Chepe Mariscal,0,26 of 51,50%,45 of 71,3 of 4,75%,1,0,1:49,18 of 41,4 of 6,4 of 4,12 of 32,7 of 8,7 of 11
UFC Fight Night: Emmett vs. Topuria,Trevor Peek vs. Chepe Mariscal,Round 2,Chepe Mariscal,0,12 of 17,70%,44 of 54,1 of 4,25%,0,1,2:33,6 of 11,4 of 4,2 of 2,4 of 6,5 of 6,3 of 5
UFC Fight Night: Emmett vs. Topuria,Trevor Peek vs. Chepe Mariscal,Round 3,Chepe Mariscal,0,33 of 49,67%,56 of 78,0 of 4,0%,0,0,1:07,27 of 42,3 of 4,3 of 3,25 of 40,8 of 9,0 of 0
UFC Fight Night: Emmett vs. Topuria,Jamall Emmers vs. Jack Jenkins,Round 1,Jamall Emmers,0,21 of 69,30%,21 of 69,0 of 1,0%,0,0,0:00,6 of 40,10 of 21,5 of 8,20 of 67,1 of 2,0 of 0
UFC Fight Night: Emmett vs. Topuria,Jamall Emmers vs. Jack Jenkins,Round 2,Jamall Emmers,0,28 of 71,39%,29 of 73,0 of 0,---,0,1,0:08,13 of 44,7 of 16,8 of 11,27 of 70,0 of 0,1 of 1
UFC Fight Night: Emmett vs. Topuria,Jamall Emmers vs. Jack Jenkins,Round 3,Jamall Emmers,0,8 of 15,53%,26 of 43,1 of 5,20%,0,1,4:09,7 of 14,1 of 1,0 of 0,4 of 9,0 of 1,4 of 5
UFC Fight Night: Emmett vs. Topuria,Jamall Emmers vs. Jack Jenkins,Round 1,Jack Jenkins,0,20 of 40,50%,20 of 40,0 of 0,---,0,0,0:00,8 of 20,7 of 9,5 of 11,19 of 38,1 of 2,0 of 0
UFC Fight Night: Emmett vs. Topuria,Jamall Emmers vs. Jack Jenkins,Round 2,Jack Jenkins,0,31 of 61,50%,31 of 61,1 of 1,100%,0,0,0:10,12 of 32,6 of 11,13 of 18,31 of 61,0 of 0,0 of 0
UFC Fight Night: Emmett vs. Topuria,Jamall Emmers vs. Jack Jenkins,Round 3,Jack Jenkins,0,8 of 18,44%,34 of 53,0 of 0,---,0,0,0:05,6 of 15,1 of 1,1 of 2,3 of 11,0 of 0,5 of 7
UFC Fight Night: Emmett vs. Topuria,Cody Brundage vs. Sedriques Dumas,Round 1,Cody Brundage,0,1 of 1,100%,13 of 15,1 of 1,100%,0,1,0:19,0 of 0,0 of 0,1 of 1,1 of 1,0 of 0,0 of 0
UFC Fight Night: Emmett vs. Topuria,Cody Brundage vs. Sedriques Dumas,Round 2,Cody Brundage,0,0 of 6,0%,4 of 10,0 of 1,0%,0,0,0:00,0 of 3,0 of 1,0 of 2,0 of 6,0 of 0,0 of 0
UFC Fight Night: Emmett vs. Topuria,Cody Brundage vs. Sedriques Dumas,Round 3,Cody Brundage,0,2 of 3,66%,14 of 18,1 of 2,50%,1,0,1:34,2 of 3,0 of 0,0 of 0,2 of 3,0 of 0,0 of 0
UFC Fight Night: Emmett vs. Topuria,Cody Brundage vs. Sedriques Dumas,Round 1,Sedriques Dumas,0,11 of 14,78%,41 of 50,0 of 0,---,0,2,4:34,10 of 13,1 of 1,0 of 0,0 of 1,0 of 0,11 of 13
UFC Fight Night: Emmett vs. Topuria,Cody Brundage vs. Sedriques Dumas,Round 2,Sedriques Dumas,0,4 of 4,100%,14 of 19,0 of 0,---,0,0,3:41,2 of 2,0 of 0,2 of 2,2 of 2,0 of 0,2 of 2
UFC Fight Night: Emmett vs. Topuria,Cody Brundage vs. Sedriques Dumas,Round 3,Sedriques Dumas,0,2 of 4,50%,22 of 27,0 of 0,---,0,0,2:53,1 of 2,1 of 2,0 of 0,1 of 3,1 of 1,0 of 0
UFC Fight Night: Vettori vs. Cannonier,Marvin Vettori vs. Jared Cannonier,Round 1,Marvin Vettori,0,38 of 71,53%,38 of 71,0 of 0,---,0,0,0:00,31 of 63,3 of 4,4 of 4,37 of 69,1 of 2,0 of 0
UFC Fight Night: Vettori vs. Cannonier,Marvin Vettori vs. Jared Cannonier,Round 2,Marvin Vettori,0,24 of 50,48%,24 of 50,0 of 0,---,0,0,0:00,21 of 44,2 of 4,1 of 2,22 of 47,2 of 3,0 of 0
UFC Fight Night: Vettori vs. Cannonier,Marvin Vettori vs. Jared Cannonier,Round 3,Marvin Vettori,0,31 of 50,62%,31 of 50,1 of 1,100%,0,0,0:23,23 of 42,3 of 3,5 of 5,30 of 49,1 of 1,0 of 0
UFC Fight Night: Vettori vs. Cannonier,Marvin Vettori vs. Jared Cannonier,Round 4,Marvin Vettori,0,37 of 76,48%,37 of 76,0 of 0,---,0,0,0:00,26 of 63,4 of 5,7 of 8,37 of 75,0 of 1,0 of 0
UFC Fight Night: Vettori vs. Cannonier,Marvin Vettori vs. Jared Cannonier,Round 5,Marvin Vettori,0,23 of 54,42%,24 of 55,0 of 0,---,0,0,0:05,16 of 45,3 of 5,4 of 4,22 of 53,1 of 1,0 of 0
UFC Fight Night: Vettori vs. Cannonier,Marvin Vettori vs. Jared Cannonier,Round 1,Jared Cannonier,0,29 of 66,43%,29 of 66,0 of 0,---,0,0,0:00,14 of 51,8 of 8,7 of 7,28 of 65,1 of 1,0 of 0
UFC Fight Night: Vettori vs. Cannonier,Marvin Vettori vs. Jared Cannonier,Round 2,Jared Cannonier,0,82 of 125,65%,94 of 138,0 of 0,---,0,0,0:46,62 of 104,15 of 16,5 of 5,58 of 96,12 of 13,12 of 16
UFC Fight Night: Vettori vs. Cannonier,Marvin Vettori vs. Jared Cannonier,Round 3,Jared Cannonier,0,49 of 81,60%,52 of 84,1 of 2,50%,0,0,0:43,36 of 66,8 of 10,5 of 5,41 of 70,7 of 10,1 of 1
UFC Fight Night: Vettori vs. Cannonier,Marvin Vettori vs. Jared Cannonier,Round 4,Jared Cannonier,0,32 of 57,56%,32 of 57,1 of 2,50%,0,0,0:34,22 of 46,3 of 4,7 of 7,32 of 57,0 of 0,0 of 0
UFC Fight Night: Vettori vs. Cannonier,Marvin Vettori vs. Jared Cannonier,Round 5,Jared Cannonier,0,49 of 82,59%,50 of 83,2 of 2,100%,0,0,1:04,39 of 72,5 of 5,5 of 5,36 of 66,6 of 7,7 of 9
UFC Fight Night: Vettori vs. Cannonier,Arman Tsarukyan vs. Joaquim Silva,Round 1,Arman Tsarukyan,0,12 of 13,92%,28 of 29,1 of 1,100%,0,0,4:26,9 of 10,3 of 3,0 of 0,2 of 3,1 of 1,9 of 9
UFC Fight Night: Vettori vs. Cannonier,Arman Tsarukyan vs. Joaquim Silva,Round 2,Arman Tsarukyan,0,33 of 57,57%,39 of 63,1 of 1,100%,0,0,1:47,23 of 43,7 of 11,3 of 3,23 of 46,6 of 7,4 of 4
UFC Fight Night: Vettori vs. Cannonier,Arman Tsarukyan vs. Joaquim Silva,Round 3,Arman Tsarukyan,0,35 of 45,77%,67 of 83,2 of 3,66%,0,0,2:48,32 of 42,3 of 3,0 of 0,7 of 15,0 of 0,28 of 30
UFC Fight Night: Vettori vs. Cannonier,Arman Tsarukyan vs. Joaquim Silva,Round 1,Joaquim Silva,0,2 of 3,66%,27 of 28,0 of 0,---,0,0,0:00,1 of 2,0 of 0,1 of 1,1 of 1,0 of 0,1 of 2
UFC Fight Night: Vettori vs. Cannonier,Arman Tsarukyan vs. Joaquim Silva,Round 2,Joaquim Silva,0,16 of 30,53%,41 of 56,0 of 0,---,0,0,0:00,8 of 20,6 of 8,2 of 2,8 of 19,7 of 10,1 of 1
UFC Fight Night: Vettori vs. Cannonier,Arman Tsarukyan vs. Joaquim Silva,Round 3,Joaquim Silva,0,5 of 8,62%,9 of 12,0 of 0,---,0,0,0:00,2 of 5,3 of 3,0 of 0,2 of 5,3 of 3,0 of 0
